北京电信226,#genre#
CCTV14,http://gs.jianghua.fun:8888/udp/239.77.1.161:5146
CCTV15,http://gs.jianghua.fun:8888/udp/239.77.1.239:5146
CCTV15,http://gs.jianghua.fun:8888/udp/239.77.1.120:5146
CCTV16,http://gs.jianghua.fun:8888/udp/239.77.0.165:5146
CCTV16,http://gs.jianghua.fun:8888/udp/239.77.1.76:5146
CCTV17,http://gs.jianghua.fun:8888/udp/239.77.1.121:5146
CCTV17,http://gs.jianghua.fun:8888/udp/239.77.0.198:5146
CCTV4欧洲,http://gs.jianghua.fun:8888/udp/239.253.43.120:5146
CCTV4美洲,http://gs.jianghua.fun:8888/udp/239.253.43.121:5146
CCTV4K,http://gs.jianghua.fun:8888/udp/239.77.1.180:5146
CGTNDocumentary,http://gs.jianghua.fun:8888/udp/239.253.43.122:5146
CGTNEnglish,http://gs.jianghua.fun:8888/udp/239.77.0.199:5146
CGTNEspañol,http://gs.jianghua.fun:8888/udp/239.77.0.221:5146
CGTNFrançais,http://gs.jianghua.fun:8888/udp/239.77.0.228:5146
CGTNРусский,http://gs.jianghua.fun:8888/udp/239.253.43.201:5146
CGTNالعربية,http://gs.jianghua.fun:8888/udp/239.253.43.200:5146
CCTV兵器科技,http://gs.jianghua.fun:8888/udp/239.253.43.18:5146
CCTV第一剧场,http://gs.jianghua.fun:8888/udp/239.253.43.15:5146
CCTV第一剧场,http://gs.jianghua.fun:8888/udp/239.253.43.28:5146
CCTV电视指南,http://gs.jianghua.fun:8888/udp/239.253.43.19:5146
CCTV风云剧场,http://gs.jianghua.fun:8888/udp/239.253.43.16:5146
CCTV风云音乐,http://gs.jianghua.fun:8888/udp/239.253.43.6:5146
CCTV风云足球,http://gs.jianghua.fun:8888/udp/239.253.43.14:5146
CCTV风云足球,http://gs.jianghua.fun:8888/udp/239.253.43.20:5146
CCTV高尔夫网球,http://gs.jianghua.fun:8888/udp/239.253.43.12:5146
CCTV高尔夫网球,http://gs.jianghua.fun:8888/udp/239.253.43.22:5146
CCTV怀旧剧场,http://gs.jianghua.fun:8888/udp/239.253.43.5:5146
CCTV女性时尚,http://gs.jianghua.fun:8888/udp/239.253.43.23:5146
CCTV女性时尚,http://gs.jianghua.fun:8888/udp/239.253.43.8:5146
CCTV世界地理,http://gs.jianghua.fun:8888/udp/239.253.43.24:5146
CCTV世界地理,http://gs.jianghua.fun:8888/udp/239.253.43.7:5146
CCTV文化精品,http://gs.jianghua.fun:8888/udp/239.253.43.13:5146
CCTV文化精品,http://gs.jianghua.fun:8888/udp/239.253.43.27:5146
CCTV央视台球,http://gs.jianghua.fun:8888/udp/239.253.43.11:5146
CCTV央视台球,http://gs.jianghua.fun:8888/udp/239.253.43.21:5146

河北电信petzhu,#genre#
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008
CCTV2,http://mail.petzhu.top:7000/rtp/239.254.200.158:6000
CCTV3,http://mail.petzhu.top:7000/rtp/239.254.201.152:7205
CCTV4,http://mail.petzhu.top:7000/rtp/239.254.200.190:6307
CCTV5,http://mail.petzhu.top:7000/rtp/239.254.201.153:7206
CCTV5,http://mail.petzhu.top:7000/rtp/239.254.200.187:6000
CCTV5+,http://mail.petzhu.top:7000/rtp/239.254.200.46:8004
CCTV6,http://mail.petzhu.top:7000/rtp/239.254.201.154:7207
CCTV7,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000
CCTV8,http://mail.petzhu.top:7000/rtp/239.254.201.155:7208
CCTV9,http://mail.petzhu.top:7000/rtp/239.254.200.59:8112
CCTV10,http://mail.petzhu.top:7000/rtp/239.254.200.160:6000
CCTV11,http://mail.petzhu.top:7000/rtp/239.254.201.123:8120
CCTV12,http://mail.petzhu.top:7000/rtp/239.254.200.161:6000
CCTV13,http://mail.petzhu.top:7000/rtp/239.254.200.9:8264
CCTV14,http://mail.petzhu.top:7000/rtp/239.254.200.162:6000
CCTV15,http://mail.petzhu.top:7000/rtp/239.254.201.124:8136
CCTV17,http://mail.petzhu.top:7000/rtp/239.254.201.120:8144
CCTV4欧洲,http://mail.petzhu.top:7000/rtp/239.254.201.205:4220
CCTV4美洲,http://mail.petzhu.top:7000/rtp/239.254.201.206:4220
CGTNEnglish,http://mail.petzhu.top:7000/rtp/239.254.200.12:8056
CGTNDocumentary,http://mail.petzhu.top:7000/rtp/239.254.201.208:4220
CGTNEspañol,http://mail.petzhu.top:7000/rtp/239.254.201.209:4220
CGTNFrançais,http://mail.petzhu.top:7000/rtp/239.254.201.210:4220
CGTNالعربية,http://mail.petzhu.top:7000/rtp/239.254.201.211:4220
CGTNРусский,http://mail.petzhu.top:7000/rtp/239.254.201.212:4220
CCTV兵器科技,http://mail.petzhu.top:7000/rtp/239.254.201.225:7249
CCTV第一剧场,http://mail.petzhu.top:7000/rtp/239.254.201.218:7258
CCTV电视指南,http://mail.petzhu.top:7000/rtp/239.254.201.217:7250
CCTV风云剧场,http://mail.petzhu.top:7000/rtp/239.254.201.219:7257
CCTV风云音乐,http://mail.petzhu.top:7000/rtp/239.254.201.221:7259
CCTV风云足球,http://mail.petzhu.top:7000/rtp/239.254.201.222:7251
CCTV高尔夫网球,http://mail.petzhu.top:7000/rtp/239.254.201.223:7252
CCTV怀旧剧场,http://mail.petzhu.top:7000/rtp/239.254.201.220:7256
CCTV女性时尚,http://mail.petzhu.top:7000/rtp/239.254.201.228:7255
CCTV世界地理,http://mail.petzhu.top:7000/rtp/239.254.201.226:7254
CCTV文化精品,http://mail.petzhu.top:7000/rtp/239.254.201.229:7260
CCTV央视台球,http://mail.petzhu.top:7000/rtp/239.254.201.171:7176

河南电信250,#genre#
CCTV1,http://1.196.152.250:2000/rtp/239.16.10.1:2000
CCTV1,http://1.196.152.250:2000/rtp/239.16.20.1:10010
CCTV2,http://1.196.152.250:2000/rtp/239.16.10.127:2000
CCTV2,http://1.196.152.250:2000/rtp/239.16.20.2:10020
CCTV3,http://1.196.152.250:2000/rtp/239.16.10.2:2000
CCTV3,http://1.196.152.250:2000/rtp/239.16.20.3:10030
CCTV4,http://1.196.152.250:2000/rtp/239.16.10.128:2000
CCTV4,http://1.196.152.250:2000/rtp/239.16.20.4:10040
CCTV5,http://1.196.152.250:2000/rtp/239.16.10.132:2000
CCTV5,http://1.196.152.250:2000/rtp/239.16.20.53:10530
CCTV5+,http://1.196.152.250:2000/rtp/239.16.10.3:2000
CCTV5+,http://1.196.152.250:2000/rtp/239.16.20.5:10050
CCTV6,http://1.196.152.250:2000/rtp/239.16.10.101:2000
CCTV6,http://1.196.152.250:2000/rtp/239.16.20.6:10060
CCTV7,http://1.196.152.250:2000/rtp/239.16.10.130:2000
CCTV7,http://1.196.152.250:2000/rtp/239.16.20.51:10510
CCTV8,http://1.196.152.250:2000/rtp/239.16.10.102:2000
CCTV8,http://1.196.152.250:2000/rtp/239.16.20.8:10080
CCTV9,http://1.196.152.250:2000/rtp/239.16.10.103:2000
CCTV9,http://1.196.152.250:2000/rtp/239.16.20.9:10090
CCTV10,http://1.196.152.250:2000/rtp/239.16.10.108:2000
CCTV10,http://1.196.152.250:2000/rtp/239.16.20.10:10100
CCTV11,http://1.196.152.250:2000/rtp/239.16.10.109:2000
CCTV11,http://1.196.152.250:2000/rtp/239.16.20.11:10110
CCTV12,http://1.196.152.250:2000/rtp/239.16.10.110:2000
CCTV12,http://1.196.152.250:2000/rtp/239.16.20.12:10120
CCTV13,http://1.196.152.250:2000/rtp/239.16.10.111:2000
CCTV13,http://1.196.152.250:2000/rtp/239.16.20.13:10130
CCTV14,http://1.196.152.250:2000/rtp/239.16.10.112:2000
CCTV14,http://1.196.152.250:2000/rtp/239.16.20.14:10140
CCTV15,http://1.196.152.250:2000/rtp/239.16.10.113:2000
CCTV15,http://1.196.152.250:2000/rtp/239.16.20.15:10150
CCTV17,http://1.196.152.250:2000/rtp/239.16.10.129:2000
CCTV17,http://1.196.152.250:2000/rtp/239.16.20.7:10070

黑龙江ottrrs,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
